MeasurementTime,Measurement time error,ego_X,ego_Y,ego_yaw,ego_speed,ego_acc,ego_s,ego_d,eHMI_green_on,eHMI_red_on,HV_X,HV_Y,HV_yaw,HV_v_km/h,HV_ax,HV_ay,Straight_SteeringWheel,Straight_AcceleratorPedal,Straight_BrakePedal,K1.NumPad1,K1.NumPad2,time_cost[s],reward[%]
0.19,0.19,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,-0.000000,-1.710000,-1.050000,0.000000,0.000000,0.000000,100.000000
100.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,-0.000000,-0.592540,-1.039255,0.000000,0.000000,0.000000,100.000000
200.01,0.01,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.592540,-1.039255,0.000000,0.000000,0.000000,100.000000
300.01,0.01,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.004082,-0.595333,-1.039255,0.000000,0.000000,0.000000,100.000000
400.01,0.01,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.591143,-1.039255,0.000000,0.000000,0.000000,100.000000
500.01,0.01,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.596730,-1.039255,0.000000,0.000000,0.000000,100.000000
600.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.593937,-1.039255,0.000000,0.000000,0.000000,100.000000
700.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.593937,-1.039255,0.000000,0.000000,0.000000,100.000000
800.01,0.01,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.592540,-1.039255,0.000000,0.000000,0.000000,100.000000
900.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.592540,-1.039255,0.000000,0.000000,0.000000,100.000000
1000.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.589746,-1.039255,0.000000,0.000000,0.000000,100.000000
1113.68,13.68,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.592540,-1.039255,0.000000,0.000000,0.000000,100.000000
1200.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.595333,-1.039255,0.000000,0.000000,0.000000,100.000000
1300.01,0.01,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.592540,-1.039255,0.000000,0.000000,0.000000,100.000000
1400.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.592540,-1.039255,0.000000,0.000000,0.000000,100.000000
1500.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.592540,-1.039255,0.000000,0.000000,0.000000,100.000000
1600.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.593937,-1.039255,0.000000,0.000000,0.000000,100.000000
1700.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.592540,-1.039255,0.000000,0.000000,0.000000,100.000000
1800.01,0.01,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.592540,-1.039255,0.000000,0.000000,0.000000,100.000000
1900.01,0.01,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.578571,-1.039255,0.000000,0.000000,0.000000,100.000000
2000.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.378825,-1.039255,0.000000,0.000000,0.000000,100.000000
2100.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.003925,-0.292222,-1.039255,0.000000,0.000000,0.000000,100.000000
2200.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.004082,-0.205619,-1.039255,0.000000,0.000000,0.000000,100.000000
2300.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.011147,-0.141365,-1.039255,0.000000,0.000000,0.000000,100.000000
2400.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,0.010362,-0.130190,-1.039255,0.000000,0.000000,0.000000,100.000000
2500.00,0.00,116.610006,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.610006,0.000000,0.000000,-95.610006,14.544000,-0.000004,0.000000,0.000000,0.000000,-0.021038,-0.029619,-1.039255,0.000000,0.000000,0.000000,100.000000
2600.00,0.00,116.608953,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.608953,0.000000,0.000000,-95.608953,14.544000,-0.000005,0.088121,0.399444,0.000002,-0.071121,0.072349,-1.039255,0.000000,0.000000,0.000000,100.000000
2700.00,0.00,116.603962,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.603962,0.000000,0.000000,-95.603962,14.544000,-0.000013,0.252813,0.542458,0.000005,-0.077401,0.104476,-1.039255,0.000000,0.000000,0.000000,100.000000
2800.00,0.00,116.592989,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.592989,0.000000,0.000000,-95.592989,14.544000,-0.000034,0.514507,0.878231,0.000016,-0.115395,0.179905,-1.039255,0.000000,0.000000,0.000000,100.000000
2900.00,0.00,116.573058,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.573058,0.000000,0.000000,-95.573058,14.543998,-0.000091,0.870215,1.046112,0.000034,-0.154017,0.217619,-1.039255,0.000000,0.000000,0.000000,100.000000
3000.00,0.00,116.542415,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.542415,0.000000,0.000000,-95.542415,14.543994,-0.000190,1.277033,1.195333,0.000080,-0.164379,0.251143,-1.039255,0.000000,0.000000,0.000000,100.000000
3100.01,0.01,116.499479,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.499479,0.000000,0.000000,-95.499479,14.543982,-0.000333,1.753238,1.468907,0.000202,-0.168932,0.312603,-1.039255,0.000000,0.000000,0.000000,100.000000
3200.01,0.01,116.439966,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.439966,0.000000,0.000000,-95.439966,14.543955,-0.000538,2.453282,2.183942,0.000596,-0.175369,0.473238,-1.039255,0.000000,0.000000,0.000000,100.000000
3300.00,0.00,116.358086,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.358086,0.000000,0.000000,-95.358086,14.543897,-0.000829,3.305896,2.395283,0.000884,-0.178509,0.520730,-1.039255,0.000000,0.000000,0.000000,100.000000
3400.01,0.01,116.252285,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.252285,0.000000,0.000000,-95.252285,14.543786,-0.001201,4.167806,2.382748,0.001114,-0.174113,0.517937,-1.039255,0.000000,0.000000,0.000000,100.000000
3500.00,0.00,116.122521,18.120000,-3.141593,8.000000,0.000000,0.000000,-16.122521,0.000000,0.000000,-95.122521,14.543597,-0.001639,5.030049,2.382624,0.001450,-0.165164,0.517937,-1.039255,0.000000,0.000000,0.000000,100.000000
